harvest_date,commodity,municipality,total_weight_kg,remarks
2024-05-01,Guava,Abucay,11,Monthly aggregate volume.
2024-06-01,Guava,Abucay,11,Monthly aggregate volume.
2024-07-01,Guava,Abucay,11,Monthly aggregate volume.
2024-08-01,Guava,Abucay,55,Monthly aggregate volume.
2024-09-01,Guava,Abucay,385,Monthly aggregate volume.
2024-10-01,Guava,Abucay,385,Monthly aggregate volume.
2024-11-01,Guava,Abucay,385,Monthly aggregate volume.
2024-12-01,Guava,Abucay,879,Monthly aggregate volume.
2024-01-01,Guava,Bagac,22,Monthly aggregate volume.
2024-02-01,Guava,Bagac,4,Monthly aggregate volume.
2024-03-01,Guava,Bagac,4,Monthly aggregate volume.
2024-04-01,Guava,Bagac,4,Monthly aggregate volume.
2024-05-01,Guava,Bagac,4,Monthly aggregate volume.
2024-06-01,Guava,Bagac,4,Monthly aggregate volume.
2024-07-01,Guava,Bagac,4,Monthly aggregate volume.
2024-08-01,Guava,Bagac,22,Monthly aggregate volume.
2024-09-01,Guava,Bagac,154,Monthly aggregate volume.
2024-10-01,Guava,Bagac,154,Monthly aggregate volume.
2024-11-01,Guava,Bagac,154,Monthly aggregate volume.
2024-12-01,Guava,Bagac,352,Monthly aggregate volume.
2024-01-01,Guava,Balañga,11,Monthly aggregate volume.
2024-02-01,Guava,Balañga,2,Monthly aggregate volume.
2024-03-01,Guava,Balañga,2,Monthly aggregate volume.
2024-04-01,Guava,Balañga,2,Monthly aggregate volume.
2024-05-01,Guava,Balañga,2,Monthly aggregate volume.
2024-06-01,Guava,Balañga,2,Monthly aggregate volume.
2024-07-01,Guava,Balañga,2,Monthly aggregate volume.
2024-08-01,Guava,Balañga,11,Monthly aggregate volume.
2024-09-01,Guava,Balañga,77,Monthly aggregate volume.
2024-10-01,Guava,Balañga,77,Monthly aggregate volume.
2024-11-01,Guava,Balañga,77,Monthly aggregate volume.
2024-12-01,Guava,Balañga,176,Monthly aggregate volume.
2024-01-01,Guava,Dinalupihan,385,Monthly aggregate volume.
2024-02-01,Guava,Dinalupihan,77,Monthly aggregate volume.
2024-03-01,Guava,Dinalupihan,77,Monthly aggregate volume.
2024-04-01,Guava,Dinalupihan,77,Monthly aggregate volume.
2024-05-01,Guava,Dinalupihan,77,Monthly aggregate volume.
2024-06-01,Guava,Dinalupihan,77,Monthly aggregate volume.
2024-07-01,Guava,Dinalupihan,77,Monthly aggregate volume.
2024-08-01,Guava,Dinalupihan,385,Monthly aggregate volume.
2024-09-01,Guava,Dinalupihan,2695,Monthly aggregate volume.
2024-10-01,Guava,Dinalupihan,2695,Monthly aggregate volume.
2024-11-01,Guava,Dinalupihan,2695,Monthly aggregate volume.
2024-12-01,Guava,Dinalupihan,6983,Monthly aggregate volume.
2024-01-01,Guava,Hermosa,220,Monthly aggregate volume.
2024-02-01,Guava,Hermosa,44,Monthly aggregate volume.
2024-03-01,Guava,Hermosa,44,Monthly aggregate volume.
2024-04-01,Guava,Hermosa,44,Monthly aggregate volume.
2024-05-01,Guava,Hermosa,44,Monthly aggregate volume.
2024-06-01,Guava,Hermosa,44,Monthly aggregate volume.
2024-07-01,Guava,Hermosa,44,Monthly aggregate volume.
2024-08-01,Guava,Hermosa,220,Monthly aggregate volume.
2024-09-01,Guava,Hermosa,1540,Monthly aggregate volume.
2024-10-01,Guava,Hermosa,1540,Monthly aggregate volume.
2024-11-01,Guava,Hermosa,1540,Monthly aggregate volume.
2024-12-01,Guava,Hermosa,3480,Monthly aggregate volume.
2024-01-01,Guava,Limay,11,Monthly aggregate volume.
2024-02-01,Guava,Limay,2,Monthly aggregate volume.
2024-03-01,Guava,Limay,2,Monthly aggregate volume.
2024-04-01,Guava,Limay,2,Monthly aggregate volume.
2024-05-01,Guava,Limay,2,Monthly aggregate volume.
2024-06-01,Guava,Limay,2,Monthly aggregate volume.
2024-07-01,Guava,Limay,2,Monthly aggregate volume.
2024-08-01,Guava,Limay,11,Monthly aggregate volume.
2024-09-01,Guava,Limay,77,Monthly aggregate volume.
2024-10-01,Guava,Limay,77,Monthly aggregate volume.
2024-11-01,Guava,Limay,77,Monthly aggregate volume.
2024-12-01,Guava,Limay,176,Monthly aggregate volume.
2024-01-01,Guava,Mariveles,11,Monthly aggregate volume.
2024-02-01,Guava,Mariveles,2,Monthly aggregate volume.
2024-03-01,Guava,Mariveles,2,Monthly aggregate volume.
2024-04-01,Guava,Mariveles,2,Monthly aggregate volume.
2024-05-01,Guava,Mariveles,2,Monthly aggregate volume.
2024-06-01,Guava,Mariveles,2,Monthly aggregate volume.
2024-07-01,Guava,Mariveles,2,Monthly aggregate volume.
2024-08-01,Guava,Mariveles,11,Monthly aggregate volume.
2024-09-01,Guava,Mariveles,77,Monthly aggregate volume.
2024-10-01,Guava,Mariveles,77,Monthly aggregate volume.
2024-11-01,Guava,Mariveles,77,Monthly aggregate volume.
2024-12-01,Guava,Mariveles,176,Monthly aggregate volume.
2024-01-01,Guava,Morong,110,Monthly aggregate volume.
2024-02-01,Guava,Morong,22,Monthly aggregate volume.
2024-03-01,Guava,Morong,22,Monthly aggregate volume.
2024-04-01,Guava,Morong,22,Monthly aggregate volume.
2024-05-01,Guava,Morong,22,Monthly aggregate volume.
2024-06-01,Guava,Morong,22,Monthly aggregate volume.
2024-07-01,Guava,Morong,22,Monthly aggregate volume.
2024-08-01,Guava,Morong,110,Monthly aggregate volume.
2024-09-01,Guava,Morong,770,Monthly aggregate volume.
2024-10-01,Guava,Morong,770,Monthly aggregate volume.
2024-11-01,Guava,Morong,770,Monthly aggregate volume.
2024-12-01,Guava,Morong,1730,Monthly aggregate volume.
2024-01-01,Guava,Orani,55,Monthly aggregate volume.
2024-02-01,Guava,Orani,11,Monthly aggregate volume.
2024-03-01,Guava,Orani,11,Monthly aggregate volume.
2024-04-01,Guava,Orani,11,Monthly aggregate volume.
2024-05-01,Guava,Orani,11,Monthly aggregate volume.
2024-06-01,Guava,Orani,11,Monthly aggregate volume.
2024-07-01,Guava,Orani,11,Monthly aggregate volume.
2024-08-01,Guava,Orani,55,Monthly aggregate volume.
2024-09-01,Guava,Orani,385,Monthly aggregate volume.
2024-10-01,Guava,Orani,385,Monthly aggregate volume.
2024-11-01,Guava,Orani,385,Monthly aggregate volume.
2024-12-01,Guava,Orani,879,Monthly aggregate volume.
2024-01-01,Guava,Orion,11,Monthly aggregate volume.
2024-02-01,Guava,Orion,2,Monthly aggregate volume.
2024-03-01,Guava,Orion,2,Monthly aggregate volume.
2024-04-01,Guava,Orion,2,Monthly aggregate volume.
2024-05-01,Guava,Orion,2,Monthly aggregate volume.
2024-06-01,Guava,Orion,2,Monthly aggregate volume.
2024-07-01,Guava,Orion,2,Monthly aggregate volume.
2024-08-01,Guava,Orion,11,Monthly aggregate volume.
2024-09-01,Guava,Orion,77,Monthly aggregate volume.
2024-10-01,Guava,Orion,77,Monthly aggregate volume.
2024-11-01,Guava,Orion,77,Monthly aggregate volume.
2024-12-01,Guava,Orion,176,Monthly aggregate volume.
2024-01-01,Guava,Pilar,110,Monthly aggregate volume.
2024-02-01,Guava,Pilar,22,Monthly aggregate volume.
2024-03-01,Guava,Pilar,22,Monthly aggregate volume.
2024-04-01,Guava,Pilar,22,Monthly aggregate volume.
2024-05-01,Guava,Pilar,22,Monthly aggregate volume.
2024-06-01,Guava,Pilar,22,Monthly aggregate volume.
2024-07-01,Guava,Pilar,22,Monthly aggregate volume.
2024-08-01,Guava,Pilar,110,Monthly aggregate volume.
2024-09-01,Guava,Pilar,770,Monthly aggregate volume.
2024-10-01,Guava,Pilar,770,Monthly aggregate volume.
2024-11-01,Guava,Pilar,770,Monthly aggregate volume.
2024-12-01,Guava,Pilar,1730,Monthly aggregate volume.
2024-01-01,Guava,Samal,110,Monthly aggregate volume.
2024-02-01,Guava,Samal,22,Monthly aggregate volume.
2024-03-01,Guava,Samal,22,Monthly aggregate volume.
2024-04-01,Guava,Samal,22,Monthly aggregate volume.
2024-05-01,Guava,Samal,22,Monthly aggregate volume.
2024-06-01,Guava,Samal,22,Monthly aggregate volume.
2024-07-01,Guava,Samal,22,Monthly aggregate volume.
2024-08-01,Guava,Samal,110,Monthly aggregate volume.
2024-09-01,Guava,Samal,770,Monthly aggregate volume.
2024-10-01,Guava,Samal,770,Monthly aggregate volume.
2024-11-01,Guava,Samal,770,Monthly aggregate volume.
2024-12-01,Guava,Samal,1730,Monthly aggregate volume.
2024-01-01,Santol,Abucay,136,Monthly aggregate volume.
2024-02-01,Santol,Abucay,136,Monthly aggregate volume.
2024-03-01,Santol,Abucay,136,Monthly aggregate volume.
2024-04-01,Santol,Abucay,136,Monthly aggregate volume.
2024-05-01,Santol,Abucay,136,Monthly aggregate volume.
2024-06-01,Santol,Abucay,1357,Monthly aggregate volume.
2024-07-01,Santol,Abucay,3799,Monthly aggregate volume.
2024-08-01,Santol,Abucay,3799,Monthly aggregate volume.
2024-09-01,Santol,Abucay,3799,Monthly aggregate volume.
2024-10-01,Santol,Abucay,1465,Monthly aggregate volume.
2024-11-01,Santol,Abucay,136,Monthly aggregate volume.
2024-12-01,Santol,Abucay,136,Monthly aggregate volume.
2024-01-01,Santol,Bagac,27,Monthly aggregate volume.
2024-02-01,Santol,Bagac,27,Monthly aggregate volume.
2024-03-01,Santol,Bagac,27,Monthly aggregate volume.
2024-04-01,Santol,Bagac,27,Monthly aggregate volume.
2024-05-01,Santol,Bagac,27,Monthly aggregate volume.
2024-06-01,Santol,Bagac,271,Monthly aggregate volume.
2024-07-01,Santol,Bagac,760,Monthly aggregate volume.
2024-08-01,Santol,Bagac,760,Monthly aggregate volume.
2024-09-01,Santol,Bagac,760,Monthly aggregate volume.
2024-10-01,Santol,Bagac,293,Monthly aggregate volume.
2024-11-01,Santol,Bagac,27,Monthly aggregate volume.
2024-12-01,Santol,Bagac,27,Monthly aggregate volume.
2024-01-01,Santol,Balañga,814,Monthly aggregate volume.
2024-02-01,Santol,Balañga,814,Monthly aggregate volume.
2024-03-01,Santol,Balañga,814,Monthly aggregate volume.
2024-04-01,Santol,Balañga,814,Monthly aggregate volume.
2024-05-01,Santol,Balañga,814,Monthly aggregate volume.
2024-06-01,Santol,Balañga,8141,Monthly aggregate volume.
2024-07-01,Santol,Balañga,22793,Monthly aggregate volume.
2024-08-01,Santol,Balañga,22793,Monthly aggregate volume.
2024-09-01,Santol,Balañga,22793,Monthly aggregate volume.
2024-10-01,Santol,Balañga,8804,Monthly aggregate volume.
2024-11-01,Santol,Balañga,814,Monthly aggregate volume.
2024-12-01,Santol,Balañga,814,Monthly aggregate volume.
2024-01-01,Santol,Dinalupihan,271,Monthly aggregate volume.
2024-02-01,Santol,Dinalupihan,271,Monthly aggregate volume.
2024-03-01,Santol,Dinalupihan,271,Monthly aggregate volume.
2024-04-01,Santol,Dinalupihan,271,Monthly aggregate volume.
2024-05-01,Santol,Dinalupihan,271,Monthly aggregate volume.
2024-06-01,Santol,Dinalupihan,2714,Monthly aggregate volume.
2024-07-01,Santol,Dinalupihan,7598,Monthly aggregate volume.
2024-08-01,Santol,Dinalupihan,7598,Monthly aggregate volume.
2024-09-01,Santol,Dinalupihan,7598,Monthly aggregate volume.
2024-10-01,Santol,Dinalupihan,2931,Monthly aggregate volume.
2024-11-01,Santol,Dinalupihan,271,Monthly aggregate volume.
2024-12-01,Santol,Dinalupihan,271,Monthly aggregate volume.
2024-01-01,Santol,Hermosa,54,Monthly aggregate volume.
2024-02-01,Santol,Hermosa,54,Monthly aggregate volume.
2024-03-01,Santol,Hermosa,54,Monthly aggregate volume.
2024-04-01,Santol,Hermosa,54,Monthly aggregate volume.
2024-05-01,Santol,Hermosa,54,Monthly aggregate volume.
2024-06-01,Santol,Hermosa,543,Monthly aggregate volume.
2024-07-01,Santol,Hermosa,1520,Monthly aggregate volume.
2024-08-01,Santol,Hermosa,1520,Monthly aggregate volume.
2024-09-01,Santol,Hermosa,1520,Monthly aggregate volume.
2024-10-01,Santol,Hermosa,586,Monthly aggregate volume.
2024-11-01,Santol,Hermosa,54,Monthly aggregate volume.
2024-12-01,Santol,Hermosa,54,Monthly aggregate volume.
2024-01-01,Santol,Limay,27,Monthly aggregate volume.
2024-02-01,Santol,Limay,27,Monthly aggregate volume.
2024-03-01,Santol,Limay,27,Monthly aggregate volume.
2024-04-01,Santol,Limay,27,Monthly aggregate volume.
2024-05-01,Santol,Limay,27,Monthly aggregate volume.
2024-06-01,Santol,Limay,271,Monthly aggregate volume.
2024-07-01,Santol,Limay,760,Monthly aggregate volume.
2024-08-01,Santol,Limay,760,Monthly aggregate volume.
2024-09-01,Santol,Limay,760,Monthly aggregate volume.
2024-10-01,Santol,Limay,293,Monthly aggregate volume.
2024-11-01,Santol,Limay,27,Monthly aggregate volume.
2024-12-01,Santol,Limay,27,Monthly aggregate volume.
2024-01-01,Santol,Mariveles,27,Monthly aggregate volume.
2024-02-01,Santol,Mariveles,27,Monthly aggregate volume.
2024-03-01,Santol,Mariveles,27,Monthly aggregate volume.
2024-04-01,Santol,Mariveles,27,Monthly aggregate volume.
2024-05-01,Santol,Mariveles,27,Monthly aggregate volume.
2024-06-01,Santol,Mariveles,271,Monthly aggregate volume.
2024-07-01,Santol,Mariveles,760,Monthly aggregate volume.
2024-08-01,Santol,Mariveles,760,Monthly aggregate volume.
2024-09-01,Santol,Mariveles,760,Monthly aggregate volume.
2024-10-01,Santol,Mariveles,293,Monthly aggregate volume.
2024-11-01,Santol,Mariveles,27,Monthly aggregate volume.
2024-12-01,Santol,Mariveles,27,Monthly aggregate volume.
2024-01-01,Santol,Morong,54,Monthly aggregate volume.
2024-02-01,Santol,Morong,54,Monthly aggregate volume.
2024-03-01,Santol,Morong,54,Monthly aggregate volume.
2024-04-01,Santol,Morong,54,Monthly aggregate volume.
2024-05-01,Santol,Morong,54,Monthly aggregate volume.
2024-06-01,Santol,Morong,543,Monthly aggregate volume.
2024-07-01,Santol,Morong,1520,Monthly aggregate volume.
2024-08-01,Santol,Morong,1520,Monthly aggregate volume.
2024-09-01,Santol,Morong,1520,Monthly aggregate volume.
2024-10-01,Santol,Morong,586,Monthly aggregate volume.
2024-11-01,Santol,Morong,54,Monthly aggregate volume.
2024-12-01,Santol,Morong,54,Monthly aggregate volume.
2024-01-01,Santol,Orani,27,Monthly aggregate volume.
2024-02-01,Santol,Orani,27,Monthly aggregate volume.
2024-03-01,Santol,Orani,27,Monthly aggregate volume.
2024-04-01,Santol,Orani,27,Monthly aggregate volume.
2024-05-01,Santol,Orani,27,Monthly aggregate volume.
2024-06-01,Santol,Orani,271,Monthly aggregate volume.
2024-07-01,Santol,Orani,760,Monthly aggregate volume.
2024-08-01,Santol,Orani,760,Monthly aggregate volume.
2024-09-01,Santol,Orani,760,Monthly aggregate volume.
2024-10-01,Santol,Orani,293,Monthly aggregate volume.
2024-11-01,Santol,Orani,27,Monthly aggregate volume.
2024-12-01,Santol,Orani,27,Monthly aggregate volume.
2024-01-01,Santol,Orion,163,Monthly aggregate volume.
2024-02-01,Santol,Orion,163,Monthly aggregate volume.
2024-03-01,Santol,Orion,163,Monthly aggregate volume.
2024-04-01,Santol,Orion,163,Monthly aggregate volume.
2024-05-01,Santol,Orion,163,Monthly aggregate volume.
2024-06-01,Santol,Orion,1630,Monthly aggregate volume.
2024-07-01,Santol,Orion,4554,Monthly aggregate volume.
2024-08-01,Santol,Orion,4554,Monthly aggregate volume.
2024-09-01,Santol,Orion,4554,Monthly aggregate volume.
2024-10-01,Santol,Orion,1758,Monthly aggregate volume.
2024-11-01,Santol,Orion,163,Monthly aggregate volume.
2024-12-01,Santol,Orion,163,Monthly aggregate volume.
2024-01-01,Santol,Pilar,27,Monthly aggregate volume.
2024-02-01,Santol,Pilar,27,Monthly aggregate volume.
2024-03-01,Santol,Pilar,27,Monthly aggregate volume.
2024-04-01,Santol,Pilar,27,Monthly aggregate volume.
2024-05-01,Santol,Pilar,27,Monthly aggregate volume.
2024-06-01,Santol,Pilar,271,Monthly aggregate volume.
2024-07-01,Santol,Pilar,760,Monthly aggregate volume.
2024-08-01,Santol,Pilar,760,Monthly aggregate volume.
2024-09-01,Santol,Pilar,760,Monthly aggregate volume.
2024-10-01,Santol,Pilar,293,Monthly aggregate volume.
2024-11-01,Santol,Pilar,27,Monthly aggregate volume.
2024-12-01,Santol,Pilar,27,Monthly aggregate volume.
2024-01-01,Santol,Samal,667,Monthly aggregate volume.
2024-02-01,Santol,Samal,667,Monthly aggregate volume.
2024-03-01,Santol,Samal,667,Monthly aggregate volume.
2024-04-01,Santol,Samal,667,Monthly aggregate volume.
2024-05-01,Santol,Samal,667,Monthly aggregate volume.
2024-06-01,Santol,Samal,6668,Monthly aggregate volume.
2024-07-01,Santol,Samal,18667,Monthly aggregate volume.
2024-08-01,Santol,Samal,18667,Monthly aggregate volume.
2024-09-01,Santol,Samal,18667,Monthly aggregate volume.
2024-10-01,Santol,Samal,7214,Monthly aggregate volume.
2024-11-01,Santol,Samal,667,Monthly aggregate volume.
2024-12-01,Santol,Samal,667,Monthly aggregate volume.
2024-01-01,Jackfruit,Abucay,87,Monthly aggregate volume.
2024-02-01,Jackfruit,Abucay,1739,Monthly aggregate volume.
2024-03-01,Jackfruit,Abucay,3478,Monthly aggregate volume.
2024-04-01,Jackfruit,Abucay,3478,Monthly aggregate volume.
2024-05-01,Jackfruit,Abucay,1739,Monthly aggregate volume.
2024-06-01,Jackfruit,Abucay,870,Monthly aggregate volume.
2024-07-01,Jackfruit,Abucay,87,Monthly aggregate volume.
2024-08-01,Jackfruit,Abucay,87,Monthly aggregate volume.
2024-09-01,Jackfruit,Abucay,87,Monthly aggregate volume.
2024-10-01,Jackfruit,Abucay,87,Monthly aggregate volume.
2024-11-01,Jackfruit,Abucay,87,Monthly aggregate volume.
2024-12-01,Jackfruit,Abucay,87,Monthly aggregate volume.
2024-01-01,Jackfruit,Bagac,17,Monthly aggregate volume.
2024-02-01,Jackfruit,Bagac,348,Monthly aggregate volume.
2024-03-01,Jackfruit,Bagac,696,Monthly aggregate volume.
2024-04-01,Jackfruit,Bagac,696,Monthly aggregate volume.
2024-05-01,Jackfruit,Bagac,348,Monthly aggregate volume.
2024-06-01,Jackfruit,Bagac,174,Monthly aggregate volume.
2024-07-01,Jackfruit,Bagac,17,Monthly aggregate volume.
2024-08-01,Jackfruit,Bagac,17,Monthly aggregate volume.
2024-09-01,Jackfruit,Bagac,17,Monthly aggregate volume.
2024-10-01,Jackfruit,Bagac,17,Monthly aggregate volume.
2024-11-01,Jackfruit,Bagac,17,Monthly aggregate volume.
2024-12-01,Jackfruit,Bagac,17,Monthly aggregate volume.
2024-01-01,Jackfruit,Balañga,174,Monthly aggregate volume.
2024-02-01,Jackfruit,Balañga,3478,Monthly aggregate volume.
2024-03-01,Jackfruit,Balañga,6957,Monthly aggregate volume.
2024-04-01,Jackfruit,Balañga,6957,Monthly aggregate volume.
2024-05-01,Jackfruit,Balañga,3478,Monthly aggregate volume.
2024-06-01,Jackfruit,Balañga,1739,Monthly aggregate volume.
2024-07-01,Jackfruit,Balañga,174,Monthly aggregate volume.
2024-08-01,Jackfruit,Balañga,174,Monthly aggregate volume.
2024-09-01,Jackfruit,Balañga,174,Monthly aggregate volume.
2024-10-01,Jackfruit,Balañga,174,Monthly aggregate volume.
2024-11-01,Jackfruit,Balañga,174,Monthly aggregate volume.
2024-12-01,Jackfruit,Balañga,174,Monthly aggregate volume.
2024-01-01,Jackfruit,Dinalupihan,1044,Monthly aggregate volume.
2024-02-01,Jackfruit,Dinalupihan,20870,Monthly aggregate volume.
2024-03-01,Jackfruit,Dinalupihan,41740,Monthly aggregate volume.
2024-04-01,Jackfruit,Dinalupihan,41740,Monthly aggregate volume.
2024-05-01,Jackfruit,Dinalupihan,20870,Monthly aggregate volume.
2024-06-01,Jackfruit,Dinalupihan,10435,Monthly aggregate volume.
2024-07-01,Jackfruit,Dinalupihan,1044,Monthly aggregate volume.
2024-08-01,Jackfruit,Dinalupihan,1044,Monthly aggregate volume.
2024-09-01,Jackfruit,Dinalupihan,1044,Monthly aggregate volume.
2024-10-01,Jackfruit,Dinalupihan,1044,Monthly aggregate volume.
2024-11-01,Jackfruit,Dinalupihan,1044,Monthly aggregate volume.
2024-12-01,Jackfruit,Dinalupihan,1044,Monthly aggregate volume.
2024-01-01,Jackfruit,Hermosa,70,Monthly aggregate volume.
2024-02-01,Jackfruit,Hermosa,1391,Monthly aggregate volume.
2024-03-01,Jackfruit,Hermosa,2783,Monthly aggregate volume.
2024-04-01,Jackfruit,Hermosa,2783,Monthly aggregate volume.
2024-05-01,Jackfruit,Hermosa,1391,Monthly aggregate volume.
2024-06-01,Jackfruit,Hermosa,696,Monthly aggregate volume.
2024-07-01,Jackfruit,Hermosa,70,Monthly aggregate volume.
2024-08-01,Jackfruit,Hermosa,70,Monthly aggregate volume.
2024-09-01,Jackfruit,Hermosa,70,Monthly aggregate volume.
2024-10-01,Jackfruit,Hermosa,70,Monthly aggregate volume.
2024-11-01,Jackfruit,Hermosa,70,Monthly aggregate volume.
2024-12-01,Jackfruit,Hermosa,70,Monthly aggregate volume.
2024-01-01,Jackfruit,Limay,17,Monthly aggregate volume.
2024-02-01,Jackfruit,Limay,348,Monthly aggregate volume.
2024-03-01,Jackfruit,Limay,696,Monthly aggregate volume.
2024-04-01,Jackfruit,Limay,696,Monthly aggregate volume.
2024-05-01,Jackfruit,Limay,348,Monthly aggregate volume.
2024-06-01,Jackfruit,Limay,174,Monthly aggregate volume.
2024-07-01,Jackfruit,Limay,17,Monthly aggregate volume.
2024-08-01,Jackfruit,Limay,17,Monthly aggregate volume.
2024-09-01,Jackfruit,Limay,17,Monthly aggregate volume.
2024-10-01,Jackfruit,Limay,17,Monthly aggregate volume.
2024-11-01,Jackfruit,Limay,17,Monthly aggregate volume.
2024-12-01,Jackfruit,Limay,17,Monthly aggregate volume.
2024-01-01,Jackfruit,Mariveles,87,Monthly aggregate volume.
2024-02-01,Jackfruit,Mariveles,1739,Monthly aggregate volume.
2024-03-01,Jackfruit,Mariveles,3478,Monthly aggregate volume.
2024-04-01,Jackfruit,Mariveles,3478,Monthly aggregate volume.
2024-05-01,Jackfruit,Mariveles,1739,Monthly aggregate volume.
2024-06-01,Jackfruit,Mariveles,870,Monthly aggregate volume.
2024-07-01,Jackfruit,Mariveles,87,Monthly aggregate volume.
2024-08-01,Jackfruit,Mariveles,87,Monthly aggregate volume.
2024-09-01,Jackfruit,Mariveles,87,Monthly aggregate volume.
2024-10-01,Jackfruit,Mariveles,87,Monthly aggregate volume.
2024-11-01,Jackfruit,Mariveles,87,Monthly aggregate volume.
2024-12-01,Jackfruit,Mariveles,87,Monthly aggregate volume.
2024-01-01,Jackfruit,Morong,17,Monthly aggregate volume.
2024-02-01,Jackfruit,Morong,348,Monthly aggregate volume.
2024-03-01,Jackfruit,Morong,696,Monthly aggregate volume.
2024-04-01,Jackfruit,Morong,696,Monthly aggregate volume.
2024-05-01,Jackfruit,Morong,348,Monthly aggregate volume.
2024-06-01,Jackfruit,Morong,174,Monthly aggregate volume.
2024-07-01,Jackfruit,Morong,17,Monthly aggregate volume.
2024-08-01,Jackfruit,Morong,17,Monthly aggregate volume.
2024-09-01,Jackfruit,Morong,17,Monthly aggregate volume.
2024-10-01,Jackfruit,Morong,17,Monthly aggregate volume.
2024-11-01,Jackfruit,Morong,17,Monthly aggregate volume.
2024-12-01,Jackfruit,Morong,17,Monthly aggregate volume.
2024-01-01,Jackfruit,Orani,174,Monthly aggregate volume.
2024-02-01,Jackfruit,Orani,3478,Monthly aggregate volume.
2024-03-01,Jackfruit,Orani,6957,Monthly aggregate volume.
2024-04-01,Jackfruit,Orani,6957,Monthly aggregate volume.
2024-05-01,Jackfruit,Orani,3478,Monthly aggregate volume.
2024-06-01,Jackfruit,Orani,1739,Monthly aggregate volume.
2024-07-01,Jackfruit,Orani,174,Monthly aggregate volume.
2024-08-01,Jackfruit,Orani,174,Monthly aggregate volume.
2024-09-01,Jackfruit,Orani,174,Monthly aggregate volume.
2024-10-01,Jackfruit,Orani,174,Monthly aggregate volume.
2024-11-01,Jackfruit,Orani,174,Monthly aggregate volume.
2024-12-01,Jackfruit,Orani,174,Monthly aggregate volume.
2024-01-01,Jackfruit,Orion,17,Monthly aggregate volume.
2024-02-01,Jackfruit,Orion,348,Monthly aggregate volume.
2024-03-01,Jackfruit,Orion,696,Monthly aggregate volume.
2024-04-01,Jackfruit,Orion,696,Monthly aggregate volume.
2024-05-01,Jackfruit,Orion,348,Monthly aggregate volume.
2024-06-01,Jackfruit,Orion,174,Monthly aggregate volume.
2024-07-01,Jackfruit,Orion,17,Monthly aggregate volume.
2024-08-01,Jackfruit,Orion,17,Monthly aggregate volume.
2024-09-01,Jackfruit,Orion,17,Monthly aggregate volume.
2024-10-01,Jackfruit,Orion,17,Monthly aggregate volume.
2024-11-01,Jackfruit,Orion,17,Monthly aggregate volume.
2024-12-01,Jackfruit,Orion,17,Monthly aggregate volume.
2024-01-01,Jackfruit,Pilar,87,Monthly aggregate volume.
2024-02-01,Jackfruit,Pilar,1739,Monthly aggregate volume.
2024-03-01,Jackfruit,Pilar,3478,Monthly aggregate volume.
2024-04-01,Jackfruit,Pilar,3478,Monthly aggregate volume.
2024-05-01,Jackfruit,Pilar,1739,Monthly aggregate volume.
2024-06-01,Jackfruit,Pilar,870,Monthly aggregate volume.
2024-07-01,Jackfruit,Pilar,87,Monthly aggregate volume.
2024-08-01,Jackfruit,Pilar,87,Monthly aggregate volume.
2024-09-01,Jackfruit,Pilar,87,Monthly aggregate volume.
2024-10-01,Jackfruit,Pilar,87,Monthly aggregate volume.
2024-11-01,Jackfruit,Pilar,87,Monthly aggregate volume.
2024-12-01,Jackfruit,Pilar,87,Monthly aggregate volume.
2024-01-01,Jackfruit,Samal,113,Monthly aggregate volume.
2024-02-01,Jackfruit,Samal,2251,Monthly aggregate volume.
2024-03-01,Jackfruit,Samal,4502,Monthly aggregate volume.
2024-04-01,Jackfruit,Samal,4502,Monthly aggregate volume.
2024-05-01,Jackfruit,Samal,2251,Monthly aggregate volume.
2024-06-01,Jackfruit,Samal,1126,Monthly aggregate volume.
2024-07-01,Jackfruit,Samal,113,Monthly aggregate volume.
2024-08-01,Jackfruit,Samal,113,Monthly aggregate volume.
2024-09-01,Jackfruit,Samal,113,Monthly aggregate volume.
2024-10-01,Jackfruit,Samal,113,Monthly aggregate volume.
2024-11-01,Jackfruit,Samal,113,Monthly aggregate volume.
2024-12-01,Jackfruit,Samal,113,Monthly aggregate volume.
2024-01-01,Lanzones,Abucay,10,Monthly aggregate volume.
2024-02-01,Lanzones,Abucay,10,Monthly aggregate volume.
2024-03-01,Lanzones,Abucay,10,Monthly aggregate volume.
2024-04-01,Lanzones,Abucay,10,Monthly aggregate volume.
2024-05-01,Lanzones,Abucay,10,Monthly aggregate volume.
2024-06-01,Lanzones,Abucay,10,Monthly aggregate volume.
2024-07-01,Lanzones,Abucay,207,Monthly aggregate volume.
2024-08-01,Lanzones,Abucay,249,Monthly aggregate volume.
2024-09-01,Lanzones,Abucay,249,Monthly aggregate volume.
2024-10-01,Lanzones,Abucay,249,Monthly aggregate volume.
2024-11-01,Lanzones,Abucay,166,Monthly aggregate volume.
2024-12-01,Lanzones,Abucay,540,Monthly aggregate volume.
2024-01-01,Lanzones,Bagac,1,Monthly aggregate volume.
2024-02-01,Lanzones,Bagac,1,Monthly aggregate volume.
2024-03-01,Lanzones,Bagac,1,Monthly aggregate volume.
2024-04-01,Lanzones,Bagac,1,Monthly aggregate volume.
2024-05-01,Lanzones,Bagac,1,Monthly aggregate volume.
2024-06-01,Lanzones,Bagac,1,Monthly aggregate volume.
2024-07-01,Lanzones,Bagac,21,Monthly aggregate volume.
